generation,individual_id,Gap,Polearc,Mag_th,Bs0,AvgTorque,TorqueRipple,AvgEfficiency,is_valid
0,42,0.987419,0.77629,2.679765,3.49861,4.08858310565561,52.76120743905711,87.0931778719576,1
0,43,0.536761,0.77947,3.171848,1.81418,3.2472648523689,99.33122831587367,90.7592724769869,1
0,44,0.75219,0.735875,3.164111,1.739497,3.89212873502782,24.04142189889928,92.2761986097549,1
0,45,0.331944,0.674599,3.532161,2.767839,3.33758332924272,118.07068155007849,93.3066680503836,1
0,46,0.773012,0.76881,4.266349,2.597868,3.66108601537392,30.26284189108791,90.4809417242569,1
0,47,0.745424,0.760752,2.814292,2.194,3.70202106378521,19.91399432778709,90.6748871070527,1
1,0,0.975153,0.654656,4.031281,2.686001,4.99320285586069,49.62108929886179,91.4701753106643,1
1,1,0.975153,0.708055,4.031281,2.686001,4.61394690544745,51.146672800519454,92.6656394875157,1
1,2,0.877707,0.670096,3.731121,2.388319,4.60697260890798,40.152955314209,92.219970703682,1
1,3,0.877707,0.670096,3.731121,2.388319,4.60697260890798,40.152955314209,92.219970703682,1
1,4,0.924782,0.682261,3.668833,1.68097,4.55885801658287,36.522572540524386,91.9927431668133,1
1,5,0.78635,0.677384,3.467153,2.87681,4.35346877086445,41.18614623210255,92.5652827048485,1
1,6,0.78635,0.677384,3.438143,2.87681,4.34761094929404,41.06996729954936,92.5091431613586,1
1,7,0.668589,0.65393,3.993218,1.597891,4.28209481221767,55.51819180986887,92.8729485764342,1
1,8,0.93404,0.74284,3.793775,1.578391,4.25984104439214,23.94624161326164,92.3605419090761,1
1,9,0.62526,0.652019,4.090424,2.935483,4.25406585108608,77.68042323810829,93.2556498154088,1
1,10,0.68091,0.662415,3.83974,2.296781,4.24831362603062,57.909581122273245,93.1756273891638,1
1,11,0.728887,0.687756,4.490319,3.264194,4.23157245527846,66.33664278635159,93.6268490430243,1
1,12,0.842747,0.729285,3.875744,1.530471,4.16056648730738,23.51658546270203,93.0252221126345,1
1,13,0.856386,0.747204,3.927831,2.116395,4.07843909075097,18.037490085833888,92.3708000078237,1
