generation,individual_id,Gap,Polearc,Mag_th,Bs0,AvgTorque,TorqueRipple,AvgEfficiency,is_valid
0,0,0.571816,0.813111,2.961544,3.68656,0.805834519648477,171.76343036042167,99.0573398619433,1
0,1,0.426894,0.785586,3.404279,3.979813,1.00800056770874,159.36621841239082,99.2452317134867,1
0,2,0.95627,0.732255,3.208806,3.424383,1.0560793545368,187.373523992482,99.3963005789516,1
0,3,0.755136,0.716611,3.838947,3.646854,1.24669349090922,192.75883854346893,99.4767315674292,1
0,4,0.671055,0.752747,3.168128,3.516604,1.04163782458995,161.85065018065455,99.3182510113503,1
0,5,0.415513,0.816402,3.854569,3.102387,0.895266205421274,169.03371297173615,99.0353609835618,1
0,6,0.869348,0.767629,3.853805,3.441624,1.03025113550036,153.51181139053713,99.355383310521,1
0,7,0.808955,0.748358,4.02624,3.305232,1.12840409303178,171.97544991065325,99.3939308574951,1
0,8,0.980196,0.812012,3.219141,3.085963,0.7628821035361281,170.67370711021127,99.0879963962094,1
0,9,0.50769,0.760196,3.323088,3.049046,1.04971559120817,144.97676719610254,99.2206984557108,1
0,10,0.31348,0.811256,3.606661,3.904895,0.0,999.0,0.0,0
0,11,0.88415,0.800366,4.001731,3.962057,0.9284139024403101,168.7966830741685,99.3343591761192,1
0,12,0.996173,0.747532,3.741192,3.955269,1.09028722092999,179.11551774972227,99.4690212604069,1
0,13,0.856761,0.750401,3.650897,3.025988,1.05828108295158,159.4558836782759,99.3375784576857,1
0,14,0.575159,0.735408,3.048429,3.440379,1.10090375567221,179.89879696153295,99.3251261915882,1
0,15,0.775567,0.778955,2.803963,3.702459,0.87391158240532,157.57660513487744,99.2125555944801,1
0,16,0.516604,0.800738,2.992968,3.056131,0.847239825841197,161.5405866147446,99.0051691703483,1
0,17,0.467235,0.754923,3.193913,3.600911,1.08160469903952,146.75381110476417,99.2831414029636,1
0,18,0.980302,0.762299,2.850894,3.812042,0.908931041145671,156.80767888540254,99.3235790614241,1
0,19,0.364259,0.72637,3.794528,3.579881,1.29608544348762,178.2740628453853,99.3839182901439,1
0,20,0.860477,0.74554,4.149005,2.856144,1.11975384943854,173.13809795631076,99.3613839514591,1
0,21,0.784875,0.819679,3.265401,3.949061,0.7896691916479569,176.69046647444065,99.1512566562552,1
0,22,0.500058,0.80335,3.309932,3.699782,0.899432703494885,168.05575490839666,99.1363735227008,1
0,23,0.754682,0.760556,3.169739,3.200228,0.984506351967776,149.1256489467357,99.2628943766982,1
0,24,0.934213,0.774757,3.269874,3.287131,0.918399740792776,154.32944983710394,99.265962212137,1
0,25,0.451992,0.739,3.260262,3.07887,1.13078063392491,193.35182589089405,99.2668630020663,1
0,26,0.955423,0.717442,3.179453,3.624159,1.10505650393295,196.91212964179698,99.446341507759,1
0,27,0.771847,0.722609,3.273081,3.161506,1.1244169496328,197.1146830910291,99.3724312540024,1
1,0,0.364259,0.72637,3.794528,3.579881,1.29608544348762,178.2740628453853,99.3839182901439,1
1,1,0.755136,0.716611,3.838947,3.646854,1.24669349090922,192.75883854346893,99.4767315674292,1
1,2,0.415513,0.753125,3.854569,3.102387,1.16455372099314,143.96851733157666,99.2745091683173,1
1,3,0.959387,0.732294,3.842323,3.424383,1.14031087331159,187.23324641505457,99.4474244660088,1
1,4,0.808955,0.748358,4.02624,3.305232,1.12840409303178,171.97544991065325,99.3939308574951,1
1,5,0.996173,0.747532,3.741192,3.955269,1.09028722092999,179.11551774972227,99.4690212604069,1
1,6,0.467235,0.754923,3.193913,3.600911,1.08160469903952,146.75381110476417,99.2831414029636,1
1,7,0.467235,0.754923,3.193913,3.600911,1.08160469903952,146.75381110476417,99.2831414029636,1
1,8,0.85614,0.74748,3.741541,3.025988,1.07982621846416,171.08457426801095,99.3529562062968,1
1,9,0.996466,0.750452,3.650547,3.955269,1.06829528713947,178.03853403594954,99.4552798907947,1
1,10,0.870362,0.761175,4.02624,3.305232,1.06650753160748,152.4157083195435,99.3704840026245,1
1,11,0.752018,0.716572,3.20543,3.646854,1.15615287546459,192.9723239488056,99.4318774757072,1
1,12,0.336689,0.762299,3.822881,3.578125,1.15131449866539,147.9478286035637,99.2726709442198,1
1,13,0.859686,0.741261,4.149005,2.856144,1.13487447927301,184.9362928877331,99.3698638779604,1
1,14,0.860477,0.74554,4.149005,2.856144,1.11975384943854,173.13809795631076,99.3613839514591,1
1,15,0.953243,0.717442,3.179453,3.624159,1.10524575063114,196.67874361189826,99.4462080655201,1
1,16,0.955423,0.717442,3.179453,3.624159,1.10505650393295,196.91212964179698,99.446341507759,1
1,17,0.856761,0.750401,3.650897,3.025988,1.05828108295158,159.4558836782759,99.3375784576857,1
1,18,0.95627,0.732255,3.208806,3.424383,1.0560793545368,187.373523992482,99.3963005789516,1
1,19,0.50769,0.759799,3.323088,3.049046,1.05126164305262,144.80215795937065,99.2210244038972,1
1,20,0.807941,0.767125,3.853805,3.441624,1.04254158338052,152.56724627552828,99.3483948265583,1
1,21,0.869348,0.767629,3.853805,3.441624,1.03025113550036,153.51181139053713,99.355383310521,1
1,22,0.994875,0.72637,2.825923,3.813798,1.01701928708474,189.61418316152748,99.4189788528383,1
1,23,0.451992,0.739,3.260262,3.07887,1.13078063392491,193.35182589089405,99.2668630020663,1
1,24,0.771847,0.722609,3.273081,3.161506,1.1244169496328,197.1146830910291,99.3724312540024,1
1,25,0.754682,0.760556,3.169739,3.200228,0.984506351967776,149.1256489467357,99.2628943766982,1
1,26,0.939771,0.741586,3.269861,3.078518,1.02634866060894,184.692527719904,99.3398031590567,1
1,27,0.50769,0.760196,3.323088,3.049046,1.04971559120817,144.97676719610254,99.2206984557108,1
2,0,0.364259,0.72637,3.794529,3.579881,1.29608557099368,178.27406640591533,99.383918353387,1
2,1,0.364259,0.72637,3.794528,3.579881,1.29608544348762,178.2740628453853,99.3839182901439,1
2,2,0.755136,0.716611,3.838947,3.646854,1.24669349090922,192.75883854346893,99.4767315674292,1
2,3,0.755136,0.716611,3.838945,3.646854,1.24669323810839,192.75883823457528,99.4767314928298,1
2,4,0.415513,0.753125,3.854569,3.102387,1.16455372099314,143.96851733157666,99.2745091683173,1
2,5,0.415513,0.753125,3.854569,3.102387,1.16455372099314,143.96851733157666,99.2745091683173,1
2,6,0.336689,0.762299,3.822881,3.577528,1.15052464087824,148.24549856602454,99.2821502021572,1
2,7,0.959387,0.732294,3.842323,3.424383,1.14031087331159,187.23324641505457,99.4474244660088,1
2,8,0.959387,0.732294,3.724258,3.494309,1.13009457528887,186.63512062470764,99.4487539717571,1
2,9,0.808955,0.748358,4.02624,3.306473,1.12929511969886,171.97363116586664,99.3958093904686,1
2,10,0.862256,0.74748,3.651467,3.952325,1.10544549221902,177.82670286587356,99.4467592021101,1
2,11,0.994875,0.72637,3.27289,3.813798,1.09220662553548,189.35393689354405,99.4622114321607,1
2,12,0.996173,0.747532,3.741192,3.953931,1.09153436219669,179.02251454935148,99.4655109933141,1
